id:ID,name,:LABEL
3630,HYPK,gene/protein
3631,ALOX5,gene/protein
3632,ITGB7,gene/protein
3633,MNT,gene/protein
3634,MMD,gene/protein
3635,IGLL1,gene/protein
3636,BMP2K,gene/protein
3637,TRA2A,gene/protein
3638,GNAQ,gene/protein
3639,RPLP2,gene/protein
3640,H2AC8,gene/protein
3641,TRPM1,gene/protein
3642,COQ6,gene/protein
3643,DKKL1,gene/protein
3644,NINJ1,gene/protein
3645,EDNRB,gene/protein
3646,IRF5,gene/protein
3647,TNFAIP3,gene/protein
3648,CDH8,gene/protein
3649,PI4K2A,gene/protein
3650,UBR7,gene/protein
3651,EXOC7,gene/protein
3652,RERE,gene/protein
3653,CIB3,gene/protein
3654,ZNF554,gene/protein
3655,CLTCL1,gene/protein
3656,ZNF174,gene/protein
3657,HNRNPL,gene/protein
3658,RALGDS,gene/protein
3659,MYCL,gene/protein
3660,APLP2,gene/protein
3661,ENKD1,gene/protein
3662,TCF20,gene/protein
3663,NDEL1,gene/protein
3664,TBC1D23,gene/protein
3665,MAPKAPK3,gene/protein
3666,ATM,gene/protein
3667,VAX1,gene/protein
3668,SH3GL2,gene/protein
3669,S100A10,gene/protein
3670,TMEM25,gene/protein
3671,IPO5,gene/protein
3672,IKBKG,gene/protein
3673,HAUS5,gene/protein
3674,CACFD1,gene/protein
3675,AMMECR1,gene/protein
3676,TERF2IP,gene/protein
3677,NUMA1,gene/protein
3678,TMEM86B,gene/protein
3679,MYH7,gene/protein
3680,MRGBP,gene/protein
3681,MNAT1,gene/protein
3682,TMOD3,gene/protein
3683,POLR1C,gene/protein
3684,H2BC4,gene/protein
3685,TMEM19,gene/protein
3686,TLR8,gene/protein
3687,CCND3,gene/protein
3688,CTNNA3,gene/protein
3689,STAMBP,gene/protein
3690,MYH3,gene/protein
3691,SPTBN4,gene/protein
3692,ESPL1,gene/protein
3693,FGF14,gene/protein
3694,SH3BP2,gene/protein
3695,ATP5PB,gene/protein
3696,EXOSC5,gene/protein
3697,USP15,gene/protein
3698,COL9A1,gene/protein
3699,DAGLB,gene/protein
3700,TMCC1,gene/protein
3701,GPRC5C,gene/protein
3702,B4GAT1,gene/protein
3703,SLC14A1,gene/protein
3704,FLII,gene/protein
3705,DHRS4L2,gene/protein
3706,NDUFB5,gene/protein
3707,ABHD5,gene/protein
3708,ZBTB32,gene/protein
3709,SF3B4,gene/protein
3710,SRL,gene/protein
3711,DNM3,gene/protein
3712,CYP24A1,gene/protein
3713,TECR,gene/protein
3714,RPLP0,gene/protein
3715,MAP3K5,gene/protein
3716,GTF2E1,gene/protein
3717,GPLD1,gene/protein
3718,RNF126,gene/protein
3719,ADGRL1,gene/protein
3720,VAC14,gene/protein
3721,TRDN,gene/protein
3722,CTSD,gene/protein
3723,ZNF41,gene/protein
3724,CPA6,gene/protein
3725,YWHAQ,gene/protein
3726,LATS1,gene/protein
3727,PTPMT1,gene/protein
3728,TIA1,gene/protein
3729,NFATC1,gene/protein
3730,RBM39,gene/protein
3731,TUBG2,gene/protein
3732,FDX1,gene/protein
3733,EBNA1BP2,gene/protein
3734,VSIG4,gene/protein
3735,RBBP8,gene/protein
3736,NEDD9,gene/protein
3737,RAPGEF1,gene/protein
3738,VRK1,gene/protein
3739,PSMD9,gene/protein
3740,SH2D1A,gene/protein
3741,ALMS1,gene/protein
3742,SUSD6,gene/protein
3743,TLCD4,gene/protein
3744,NCEH1,gene/protein
3745,CD2,gene/protein
3746,PLSCR4,gene/protein
3747,CCHCR1,gene/protein
3748,TRAF3,gene/protein
3749,NRXN1,gene/protein
3750,NIPSNAP2,gene/protein
3751,LRRC8E,gene/protein
3752,EMC6,gene/protein
3753,BMPR1B,gene/protein
3754,TNNI1,gene/protein
3755,TAF13,gene/protein
3756,SLC6A8,gene/protein
3757,CDH2,gene/protein
3758,DHX15,gene/protein
3759,CCDC22,gene/protein
3760,KRTAP9-3,gene/protein
3761,HGF,gene/protein
3762,RBMY1A1,gene/protein
3763,SEPTIN9,gene/protein
3764,UBAP2,gene/protein
3765,EPHB4,gene/protein
3766,DPYSL4,gene/protein
3767,MAP1S,gene/protein
3768,ZNF479,gene/protein
3769,MAP3K21,gene/protein
3770,MBD2,gene/protein
3771,KIF13A,gene/protein
3772,PDGFRA,gene/protein
3773,CSTA,gene/protein
3774,HLA-DRA,gene/protein
3775,NEU1,gene/protein
3776,TMSB4XP1,gene/protein
3777,RHBDD2,gene/protein
3778,CES3,gene/protein
3779,LGALS7,gene/protein
3780,NICN1,gene/protein
3781,H1-0,gene/protein
3782,CYB5R1,gene/protein
3783,NPTX1,gene/protein
3784,SMPD2,gene/protein
3785,EMP1,gene/protein
3786,LAPTM5,gene/protein
3787,ZNF211,gene/protein
3788,SKAP1,gene/protein
3789,ZNF200,gene/protein
3790,WBP2,gene/protein
3791,H4C6,gene/protein
3792,EXOSC9,gene/protein
3793,ASPH,gene/protein
3794,SNRNP27,gene/protein
3795,DST,gene/protein
3796,GSTZ1,gene/protein
3797,HAUS7,gene/protein
3798,AP2M1,gene/protein
3799,CDK2AP1,gene/protein
3800,AKR1C2,gene/protein
3801,TRIM25,gene/protein
3802,APPL1,gene/protein
3803,NEK4,gene/protein
3804,SIX5,gene/protein
3805,SSB,gene/protein
3806,ARRDC3,gene/protein
3807,MAGEA3,gene/protein
3808,STX5,gene/protein
3809,NLGN1,gene/protein
3810,SHMT1,gene/protein
3811,ZFP36L1,gene/protein
3812,PPM1G,gene/protein
3813,RUFY3,gene/protein
3814,ICAM5,gene/protein
3815,APTX,gene/protein
3816,PHF11,gene/protein
3817,EIF4EBP2,gene/protein
3818,CST1,gene/protein
3819,INPPL1,gene/protein
3820,ADAM17,gene/protein
3821,KLHL21,gene/protein
3822,RNF138,gene/protein
3823,WFDC2,gene/protein
3824,MRPL2,gene/protein
3825,LPAR4,gene/protein
3826,SLF2,gene/protein
3827,BCL7B,gene/protein
3828,PRKAA1,gene/protein
3829,ALDH3A1,gene/protein
3830,NCF2,gene/protein
3831,ADAM30,gene/protein
3832,ARHGEF7,gene/protein
3833,MYCBP2,gene/protein
3834,FBXL2,gene/protein
3835,ZMYND19,gene/protein
3836,FURIN,gene/protein
3837,ABI3,gene/protein
3838,INHA,gene/protein
3839,DDX5,gene/protein
3840,PDGFB,gene/protein
3841,NQO1,gene/protein
3842,SPCS2,gene/protein
3843,ID3,gene/protein
3844,ZNF688,gene/protein
3845,PRDM6,gene/protein
3846,RSPH14,gene/protein
3847,ACOT2,gene/protein
3848,PPRC1,gene/protein
3849,ITGA2,gene/protein
3850,BOLL,gene/protein
3851,GMFG,gene/protein
3852,NCAPH2,gene/protein
3853,NUP42,gene/protein
3854,FSD2,gene/protein
3855,POLR3GL,gene/protein
3856,ZNF207,gene/protein
3857,BRD3,gene/protein
3858,FCGR3B,gene/protein
3859,KRTAP3-3,gene/protein
3860,VAV1,gene/protein
3861,CPN1,gene/protein
3862,HEXA,gene/protein
3863,PLEKHM1,gene/protein
3864,BSCL2,gene/protein
3865,SP4,gene/protein
3866,EGLN1,gene/protein
3867,PKNOX1,gene/protein
3868,JMJD6,gene/protein
3869,GPN1,gene/protein
3870,DZIP3,gene/protein
3871,UBE2V1,gene/protein
3872,EPHA7,gene/protein
3873,UGT2B7,gene/protein
3874,ZMYM2,gene/protein
3875,DYSF,gene/protein
3876,H1-6,gene/protein
3877,HMCES,gene/protein
3878,NDUFV2,gene/protein
3879,APOE,gene/protein
3880,OGDHL,gene/protein
3881,MAGEA10,gene/protein
3882,GCN1,gene/protein
3883,APAF1,gene/protein
3884,MTCH1,gene/protein
3885,RBAK,gene/protein
3886,PMVK,gene/protein
3887,CD69,gene/protein
3888,ZNF552,gene/protein
3889,OSGIN1,gene/protein
3890,SGPL1,gene/protein
3891,SNX4,gene/protein
3892,C5AR2,gene/protein
3893,ALPI,gene/protein
3894,CYP21A2,gene/protein
3895,IFNA13,gene/protein
3896,FCHSD2,gene/protein
3897,ATP6V1F,gene/protein
3898,CSE1L,gene/protein
3899,YAF2,gene/protein
3900,KLHL38,gene/protein
3901,ABCC4,gene/protein
3902,RPL28,gene/protein
3903,SLC1A5,gene/protein
3904,VTI1B,gene/protein
3905,UQCRFS1,gene/protein
3906,AXIN2,gene/protein
3907,HIPK2,gene/protein
3908,ISCU,gene/protein
3909,NUP160,gene/protein
3910,ITGA1,gene/protein
3911,TGFBR2,gene/protein
3912,ADD1,gene/protein
3913,SIGLEC9,gene/protein
3914,PRAME,gene/protein
3915,PHC1,gene/protein
3916,SLC13A5,gene/protein
3917,PRKCG,gene/protein
3918,SMG7,gene/protein
3919,KCTD5,gene/protein
3920,FAM168A,gene/protein
3921,KRR1,gene/protein
3922,ARPC3,gene/protein
3923,ALG3,gene/protein
3924,CLGN,gene/protein
3925,CD46,gene/protein
3926,EDRF1,gene/protein
3927,RAD54L,gene/protein
3928,MEF2C,gene/protein
3929,GMPPB,gene/protein
3930,TMEM252,gene/protein
3931,PRDX2,gene/protein
3932,PRL,gene/protein
3933,VASP,gene/protein
3934,SLC10A6,gene/protein
3935,REPS2,gene/protein
3936,VPS51,gene/protein
3937,ATP6V0A2,gene/protein
3938,NYX,gene/protein
3939,SIPA1L3,gene/protein
3940,UNC45A,gene/protein
3941,LRP2,gene/protein
3942,TMEM184B,gene/protein
3943,POT1,gene/protein
3944,NKD1,gene/protein
3945,IFI6,gene/protein
3946,PADI1,gene/protein
3947,CLCN5,gene/protein
3948,CD63,gene/protein
3949,DAB2,gene/protein
3950,GRK6,gene/protein
3951,PRPF40B,gene/protein
3952,CAMKV,gene/protein
3953,PSMD5,gene/protein
3954,NPAT,gene/protein
3955,CYP1A2,gene/protein
3956,VPS25,gene/protein
3957,CERK,gene/protein
3958,NUBP2,gene/protein
3959,RIDA,gene/protein
3960,STK3,gene/protein
3961,PRPSAP1,gene/protein
3962,SYNPO,gene/protein
3963,UBE2N,gene/protein
3964,PPTC7,gene/protein
3965,STAG2,gene/protein
3966,RAD50,gene/protein
3967,CAV3,gene/protein
3968,PRKAR2A,gene/protein
3969,RIBC2,gene/protein
3970,FKBP8,gene/protein
3971,KRT14,gene/protein
3972,NFKB2,gene/protein
3973,EPN2,gene/protein
3974,EZR,gene/protein
3975,TBC1D13,gene/protein
3976,TGM1,gene/protein
3977,PIAS2,gene/protein
3978,TMED7,gene/protein
3979,LIMA1,gene/protein
3980,DBH,gene/protein
3981,MAPKAPK2,gene/protein
3982,M6PR,gene/protein
3983,CXCR6,gene/protein
3984,ZNF3,gene/protein
3985,TPTE2,gene/protein
3986,MLH3,gene/protein
3987,IGSF8,gene/protein
3988,HAL,gene/protein
3989,DTNBP1,gene/protein
3990,ANXA6,gene/protein
3991,DAZAP2,gene/protein
3992,PHOX2A,gene/protein
3993,MUS81,gene/protein
3994,SERPINB5,gene/protein
3995,TRAIP,gene/protein
3996,HSP90B1,gene/protein
3997,MYOZ1,gene/protein
3998,TRIM22,gene/protein
3999,ARF1,gene/protein
4000,SLC39A7,gene/protein
4001,CDK3,gene/protein
4002,GBP1,gene/protein
4003,TF,gene/protein
4004,MAPKAP1,gene/protein
4005,WNT16,gene/protein
4006,PDIA4,gene/protein
4007,H4C12,gene/protein
4008,DPF1,gene/protein
4009,TIMM44,gene/protein
4010,THBD,gene/protein
4011,FAT1,gene/protein
4012,BAAT,gene/protein
4013,CTDSP2,gene/protein
4014,RMDN2,gene/protein
4015,ACOX1,gene/protein
4016,CHSY1,gene/protein
4017,RHOH,gene/protein
4018,ADAMTS2,gene/protein
4019,PEPD,gene/protein
4020,EIF3C,gene/protein
4021,HMGN2,gene/protein
4022,KMT2C,gene/protein
4023,FSHB,gene/protein
4024,VPS52,gene/protein
4025,RBP3,gene/protein
4026,GAP43,gene/protein
4027,SPANXN3,gene/protein
4028,SSBP3,gene/protein
4029,RBM24,gene/protein
4030,SNAPC1,gene/protein
4031,GADD45B,gene/protein
4032,NDUFA3,gene/protein
4033,PTPN3,gene/protein
4034,MICAL3,gene/protein
4035,TOM1L1,gene/protein
4036,RABGAP1,gene/protein
4037,THPO,gene/protein
4038,CLDN5,gene/protein
4039,C1orf43,gene/protein
4040,TMPRSS4,gene/protein
4041,ITFG2,gene/protein
4042,EIF2AK2,gene/protein
4043,SEPTIN1,gene/protein
4044,ARPC5,gene/protein
4045,PTOV1,gene/protein
4046,RPS27,gene/protein
4047,TMEM254,gene/protein
4048,PRPS1,gene/protein
4049,BLOC1S4,gene/protein
4050,CCN5,gene/protein
4051,RP2,gene/protein
4052,MKNK2,gene/protein
4053,USP34,gene/protein
4054,NUP88,gene/protein
4055,LCN1,gene/protein
4056,HLA-DMA,gene/protein
4057,PAGE1,gene/protein
4058,EPM2A,gene/protein
4059,GRK5,gene/protein
4060,BAD,gene/protein
4061,RAD23B,gene/protein
4062,ZDBF2,gene/protein
4063,HMGB1,gene/protein
4064,CYP4F2,gene/protein
4065,POLD2,gene/protein
4066,UBOX5,gene/protein
4067,PRPF6,gene/protein
4068,PDCD5,gene/protein
4069,ZFP1,gene/protein
4070,ZBTB39,gene/protein
4071,LHX3,gene/protein
4072,ZC2HC1C,gene/protein
4073,PFKP,gene/protein
4074,LTBR,gene/protein
4075,TNIK,gene/protein
4076,MGAT4C,gene/protein
4077,AKAP12,gene/protein
4078,TRIM69,gene/protein
4079,TLN1,gene/protein
4080,CYLD,gene/protein
4081,ZNHIT2,gene/protein
4082,ADGRE5,gene/protein
4083,HADHA,gene/protein
4084,BIRC5,gene/protein
4085,PSMD14,gene/protein
4086,CD14,gene/protein
4087,COLGALT2,gene/protein
4088,PARD3,gene/protein
4089,H2BC21,gene/protein
4090,KHDC4,gene/protein
4091,ARL2,gene/protein
4092,SUOX,gene/protein
4093,TM4SF4,gene/protein
4094,PEX6,gene/protein
4095,SPPL2B,gene/protein
4096,GGA3,gene/protein
4097,SNTB2,gene/protein
4098,IGFBP3,gene/protein
4099,SKP1,gene/protein
4100,NXPH2,gene/protein
4101,DCK,gene/protein
4102,JOSD1,gene/protein
4103,ACSL1,gene/protein
4104,EPHA3,gene/protein
4105,FGG,gene/protein
4106,POC1A,gene/protein
4107,HBA2,gene/protein
4108,BTG2,gene/protein
4109,CYCS,gene/protein
4110,GPR15,gene/protein
4111,CD5,gene/protein
4112,NOTCH3,gene/protein
4113,SLC2A3,gene/protein
4114,TNFSF11,gene/protein
4115,SLC35F6,gene/protein
4116,PSG3,gene/protein
4117,BRD2,gene/protein
4118,PHF19,gene/protein
4119,BCAT2,gene/protein
4120,TPX2,gene/protein
4121,H2AC18,gene/protein
4122,GTF3C5,gene/protein
4123,MTMR3,gene/protein
4124,PPIAL4G,gene/protein
4125,RALBP1,gene/protein
4126,PSMD1,gene/protein
4127,BID,gene/protein
4128,PRKACB,gene/protein
4129,ECI1,gene/protein
4130,API5,gene/protein
4131,CEP250,gene/protein
4132,PAXBP1,gene/protein
4133,CCR1,gene/protein
4134,H2AZ1,gene/protein
4135,POP7,gene/protein
4136,HOXB9,gene/protein
4137,MSLN,gene/protein
4138,ASH2L,gene/protein
4139,TRIM39,gene/protein
4140,SNORD26,gene/protein
4141,CSN2,gene/protein
4142,IKZF3,gene/protein
4143,HMGCR,gene/protein
4144,MAP3K11,gene/protein
4145,ERBIN,gene/protein
4146,ANP32B,gene/protein
4147,NUFIP2,gene/protein
4148,DERL1,gene/protein
4149,H3C7,gene/protein
4150,JSRP1,gene/protein
4151,SLC22A18,gene/protein
4152,ABCB1,gene/protein
4153,DIO3,gene/protein
4154,ACKR3,gene/protein
4155,MFF,gene/protein
4156,CNTF,gene/protein
4157,SHC3,gene/protein
4158,ATE1,gene/protein
4159,FBXW5,gene/protein
4160,ITK,gene/protein
4161,UNC93B1,gene/protein
4162,PTPN2,gene/protein
4163,USO1,gene/protein
4164,GRHL3,gene/protein
4165,SSBP2,gene/protein
4166,CHPT1,gene/protein
4167,IER2,gene/protein
4168,CLDN7,gene/protein
4169,HYAL1,gene/protein
4170,TOB1,gene/protein
4171,FDFT1,gene/protein
4172,NEB,gene/protein
4173,TALDO1,gene/protein
4174,SEMA5B,gene/protein
4175,COLEC12,gene/protein
4176,NEDD4L,gene/protein
4177,ZNF768,gene/protein
4178,SOCS3,gene/protein
4179,HHLA2,gene/protein
4180,TEX11,gene/protein
4181,GCHFR,gene/protein
4182,COL3A1,gene/protein
4183,HNRNPDL,gene/protein
4184,CP,gene/protein
4185,ABCA8,gene/protein
4186,BDKRB2,gene/protein
4187,TMEM67,gene/protein
4188,ARPC4,gene/protein
4189,TRIM3,gene/protein
4190,CSN3,gene/protein
4191,HAT1,gene/protein
4192,COIL,gene/protein
4193,NPM3,gene/protein
4194,POLR1A,gene/protein
4195,DOK1,gene/protein
4196,TRIM7,gene/protein
4197,PALM,gene/protein
4198,PPP2R2A,gene/protein
4199,GFUS,gene/protein
4200,DCC,gene/protein
4201,RHOB,gene/protein
4202,H2AC11,gene/protein
4203,DLEU1,gene/protein
4204,SV2A,gene/protein
4205,C4B,gene/protein
4206,WNT10B,gene/protein
4207,GPR42,gene/protein
4208,NOC2L,gene/protein
4209,TTN,gene/protein
4210,FAN1,gene/protein
4211,PLAC1,gene/protein
4212,CD55,gene/protein
4213,GABRB3,gene/protein
4214,VPS26A,gene/protein
4215,FRMD4A,gene/protein
4216,UXS1,gene/protein
4217,SART1,gene/protein
4218,PIP5K1A,gene/protein
4219,EIF4G1,gene/protein
4220,EIF4E2,gene/protein
4221,GH1,gene/protein
4222,SEPTIN7,gene/protein
4223,PMF1,gene/protein
4224,TRAF3IP1,gene/protein
4225,OAZ3,gene/protein
4226,ALDH1B1,gene/protein
4227,CKB,gene/protein
4228,AIF1L,gene/protein
4229,ABCF1,gene/protein
4230,H3-3A,gene/protein
4231,CLUAP1,gene/protein
4232,ISG15,gene/protein
4233,GPKOW,gene/protein
4234,DNAAF8,gene/protein
4235,PIAS4,gene/protein
4236,GTF3C4,gene/protein
4237,WRAP53,gene/protein
4238,PPIA,gene/protein
4239,SPRYD7,gene/protein
4240,HNRNPAB,gene/protein
4241,SDC2,gene/protein
4242,VAMP5,gene/protein
4243,GTPBP1,gene/protein
4244,GLRX5,gene/protein
4245,NOP2,gene/protein
4246,MRPL13,gene/protein
4247,HMGCLL1,gene/protein
4248,NPAS1,gene/protein
4249,TRAPPC2,gene/protein
4250,TROAP,gene/protein
4251,TMEM132A,gene/protein
4252,CD47,gene/protein
4253,RABGAP1L,gene/protein
4254,CCNC,gene/protein
4255,FAM20B,gene/protein
4256,MYRF,gene/protein
4257,S1PR2,gene/protein
4258,PLOD2,gene/protein
4259,EXT1,gene/protein
4260,TRIM44,gene/protein
4261,ENO2,gene/protein
4262,SRP68,gene/protein
4263,L3MBTL2,gene/protein
4264,AHSG,gene/protein
4265,RNF13,gene/protein
4266,EXOC6B,gene/protein
4267,MRC2,gene/protein
4268,FSBP,gene/protein
4269,AMIGO1,gene/protein
4270,MAGEC2,gene/protein
4271,NEUROG3,gene/protein
4272,SIRT6,gene/protein
4273,PCDHB14,gene/protein
4274,GTF2I,gene/protein
4275,UGP2,gene/protein
4276,SPINK2,gene/protein
4277,RP9,gene/protein
4278,NECTIN2,gene/protein
4279,NSMAF,gene/protein
4280,ZNF230,gene/protein
4281,KIF3C,gene/protein
4282,IRAK3,gene/protein
4283,CGN,gene/protein
4284,MYO1B,gene/protein
4285,AMD1,gene/protein
4286,HNRNPLL,gene/protein
4287,SPAG6,gene/protein
4288,BLM,gene/protein
4289,GPATCH2L,gene/protein
4290,SYF2,gene/protein
4291,THAP11,gene/protein
4292,UBE2L6,gene/protein
4293,NCOA4,gene/protein
4294,PPP1CB,gene/protein
4295,BCL2L11,gene/protein
4296,BICD2,gene/protein
4297,MACROH2A2,gene/protein
4298,AMY1C,gene/protein
4299,LCE3D,gene/protein
4300,UBE2S,gene/protein
4301,USP19,gene/protein
4302,ETV1,gene/protein
4303,PPM1D,gene/protein
4304,IL36RN,gene/protein
4305,ZBTB7A,gene/protein
4306,ASB13,gene/protein
4307,CD96,gene/protein
4308,IGFBP5,gene/protein
4309,SLAMF1,gene/protein
4310,MATK,gene/protein
4311,CCDC115,gene/protein
4312,ITGB2,gene/protein
4313,CEP97,gene/protein
4314,MIER2,gene/protein
4315,ALB,gene/protein
4316,ERCC5,gene/protein
4317,PCDHB16,gene/protein
4318,GCFC2,gene/protein
4319,CD300LG,gene/protein
4320,NME6,gene/protein
4321,DOCK8,gene/protein
4322,IL2RB,gene/protein
4323,BCL2L1,gene/protein
4324,SNORD28,gene/protein
4325,CEP135,gene/protein
4326,MUCL1,gene/protein
4327,CADPS,gene/protein
4328,KIF9,gene/protein
4329,SYNE4,gene/protein
4330,SUPT6H,gene/protein
4331,MAGEB4,gene/protein
4332,BTBD2,gene/protein
4333,ATG101,gene/protein
4334,FLOT1,gene/protein
4335,TAF10,gene/protein
4336,MS4A1,gene/protein
4337,HERC5,gene/protein
4338,SOX4,gene/protein
4339,POLD1,gene/protein
4340,CXCL10,gene/protein
4341,TRIM63,gene/protein
4342,SPEF1,gene/protein
4343,TENT4B,gene/protein
4344,WT1,gene/protein
4345,NCALD,gene/protein
4346,AK1,gene/protein
4347,IMPA2,gene/protein
4348,VIP,gene/protein
4349,CTSK,gene/protein
4350,CHD8,gene/protein
4351,KRTAP1-5,gene/protein
4352,TPP1,gene/protein
4353,EPDR1,gene/protein
4354,METAP1,gene/protein
4355,VENTX,gene/protein
4356,PSENEN,gene/protein
4357,INSL3,gene/protein
4358,SLC1A1,gene/protein
4359,ELF5,gene/protein
4360,ATP1A1,gene/protein
4361,PSMA4,gene/protein
4362,SCGB1D2,gene/protein
4363,ERP29,gene/protein
4364,KCND2,gene/protein
4365,RPP38,gene/protein
4366,PINK1,gene/protein
4367,MPC2,gene/protein
4368,RNF6,gene/protein
4369,EPHX1,gene/protein
4370,MTARC1,gene/protein
4371,KIAA0586,gene/protein
4372,ATL3,gene/protein
4373,DLX3,gene/protein
4374,CALML5,gene/protein
4375,H3C11,gene/protein
4376,NBN,gene/protein
4377,G6PC1,gene/protein
4378,PICALM,gene/protein
4379,HLA-DPA1,gene/protein
4380,LRRC8B,gene/protein
4381,GPR37L1,gene/protein
4382,CORO1A,gene/protein
4383,FUT7,gene/protein
4384,MACF1,gene/protein
4385,ZFP36,gene/protein
4386,SMARCA2,gene/protein
4387,POU1F1,gene/protein
4388,ANKRD28,gene/protein
4389,EPOR,gene/protein
4390,EXOSC8,gene/protein
4391,MED26,gene/protein
4392,STATH,gene/protein
4393,SLC12A6,gene/protein
4394,CA8,gene/protein
4395,WDCP,gene/protein
4396,ZCCHC8,gene/protein
4397,DES,gene/protein
4398,IP6K1,gene/protein
4399,MTNR1B,gene/protein
4400,GTF2A1,gene/protein
4401,RNF41,gene/protein
4402,CLEC3A,gene/protein
4403,ATG14,gene/protein
4404,MCOLN3,gene/protein
4405,DFFA,gene/protein
4406,SAA1,gene/protein
4407,PLCB3,gene/protein
4408,EIF3H,gene/protein
4409,MAP3K10,gene/protein
4410,TUBB4B,gene/protein
4411,PRB3,gene/protein
4412,PCBP2,gene/protein
4413,RELT,gene/protein
4414,ZFYVE27,gene/protein
4415,HNRNPA3,gene/protein
4416,SETD5,gene/protein
4417,GMCL2,gene/protein
4418,PYHIN1,gene/protein
4419,MLC1,gene/protein
4420,CRHR2,gene/protein
4421,CRADD,gene/protein
4422,GCH1,gene/protein
4423,RAC3,gene/protein
4424,TIMM13,gene/protein
4425,PTGS2,gene/protein
4426,DSPP,gene/protein
4427,DPM1,gene/protein
4428,H2AW,gene/protein
4429,MYEF2,gene/protein
4430,SNX11,gene/protein
4431,DDX11,gene/protein
4432,LY86,gene/protein
4433,KCTD17,gene/protein
4434,FABP5,gene/protein
4435,CCND2,gene/protein
4436,TEKT4,gene/protein
4437,PRKCI,gene/protein
4438,SH3RF1,gene/protein
4439,P2RX2,gene/protein
4440,APOC1P1,gene/protein
4441,EBP,gene/protein
4442,PFDN2,gene/protein
4443,NXT1,gene/protein
4444,CA9,gene/protein
4445,BNIP1,gene/protein
4446,NTRK3,gene/protein
4447,KCNH2,gene/protein
4448,CLCN6,gene/protein
4449,APBA3,gene/protein
4450,FBXO30,gene/protein
4451,SPOCK2,gene/protein
4452,RAB11FIP2,gene/protein
4453,ALDH3A2,gene/protein
4454,IFNA5,gene/protein
4455,SDHA,gene/protein
4456,MRPS18A,gene/protein
4457,HNF4G,gene/protein
4458,NINL,gene/protein
4459,CHD6,gene/protein
4460,SPINDOC,gene/protein
4461,MGAT5B,gene/protein
4462,MAGEA8,gene/protein
4463,GPC4,gene/protein
4464,SNURF,gene/protein
4465,OGG1,gene/protein
4466,ARFGEF2,gene/protein
4467,TMEM108,gene/protein
4468,CHRM2,gene/protein
4469,GDF5,gene/protein
4470,TARS1,gene/protein
4471,SCRIB,gene/protein
4472,CCL4L1,gene/protein
4473,CPS1,gene/protein
4474,FXYD6,gene/protein
4475,SRMS,gene/protein
4476,CPNE1,gene/protein
4477,CARM1,gene/protein
4478,IKZF2,gene/protein
4479,TEX29,gene/protein
4480,MBP,gene/protein
4481,TAF15,gene/protein
4482,HSPA6,gene/protein
4483,PGAP2,gene/protein
4484,TBC1D22B,gene/protein
4485,ATXN2,gene/protein
4486,FGF3,gene/protein
4487,CAV2,gene/protein
4488,NR2F2,gene/protein
4489,RFC1,gene/protein
4490,SLC25A32,gene/protein
4491,GPSM3,gene/protein
4492,ZFPL1,gene/protein
4493,THRSP,gene/protein
4494,IL1RL1,gene/protein
4495,CLN3,gene/protein
4496,NDUFA4L2,gene/protein
4497,NOS3,gene/protein
4498,CORO1C,gene/protein
4499,HCLS1,gene/protein
4500,SSX5,gene/protein
4501,SLC35A4,gene/protein
4502,DENND6A,gene/protein
4503,CDH19,gene/protein
4504,CD164,gene/protein
4505,SYNGR2,gene/protein
4506,YOD1,gene/protein
4507,TMEFF1,gene/protein
4508,HIF1AN,gene/protein
4509,SCMH1,gene/protein
4510,CD83,gene/protein
4511,HARS1,gene/protein
4512,DDX39B,gene/protein
4513,CMTM6,gene/protein
4514,XRN1,gene/protein
4515,MRPL51,gene/protein
4516,ANAPC5,gene/protein
4517,ZNF232,gene/protein
4518,ZDHHC11,gene/protein
4519,RPL23A,gene/protein
4520,LUC7L,gene/protein
4521,URB1-AS1,gene/protein
4522,DMBT1,gene/protein
4523,DNAJB1,gene/protein
4524,DPY19L4,gene/protein
4525,ZNF318,gene/protein
4526,HSPA1L,gene/protein
4527,PPIF,gene/protein
4528,ATP5ME,gene/protein
4529,CBWD2,gene/protein
4530,SNX3,gene/protein
4531,PAICS,gene/protein
4532,SMCHD1,gene/protein
4533,PPP2R5E,gene/protein
4534,SAP130,gene/protein
4535,ACOX3,gene/protein
4536,INSR,gene/protein
4537,NADSYN1,gene/protein
4538,GNL3L,gene/protein
4539,EFHC2,gene/protein
4540,LAT2,gene/protein
4541,RBKS,gene/protein
4542,TNFRSF6B,gene/protein
4543,BORCS6,gene/protein
4544,ARL6IP5,gene/protein
4545,MLPH,gene/protein
4546,NRN1,gene/protein
4547,CHERP,gene/protein
4548,IGHG2,gene/protein
4549,APOH,gene/protein
4550,IGF2,gene/protein
4551,LUC7L3,gene/protein
4552,MLLT6,gene/protein
4553,MARCKSL1,gene/protein
4554,AGO2,gene/protein
4555,PTGER3,gene/protein
4556,COL9A2,gene/protein
4557,MAD2L2,gene/protein
4558,TUBA1A,gene/protein
4559,SETD1B,gene/protein
4560,SNX7,gene/protein
4561,AKR7A2,gene/protein
4562,SGK3,gene/protein
4563,INO80,gene/protein
4564,PHB2,gene/protein
4565,FOXK2,gene/protein
4566,HOMER1,gene/protein
4567,LBX1,gene/protein
4568,POP1,gene/protein
4569,PFAS,gene/protein
4570,KRTAP10-8,gene/protein
