:START_ID,:END_ID,:TYPE
Movie:High Tension,Person:Maïwenn,STARRED_ACTORS
Movie:High Tension,Date:2003,RELEASE_YEAR
Movie:High Tension,Language;Text:French,IN_LANGUAGE
Movie:High Tension,Text:Horror,HAS_GENRE
Movie:High Tension,Text:horror,HAS_TAGS
Movie:High Tension,Text:french,HAS_TAGS
Movie:High Tension,Text:slasher,HAS_TAGS
Movie:High Tension,Text:tension,HAS_TAGS
Movie:High Tension,Text:alexandre aja,HAS_TAGS
Movie:High Tension,Text:new french extremity,HAS_TAGS
Movie:I'm All Right Jack,Person;Organization:John Boulting,DIRECTED_BY
Movie:I'm All Right Jack,Person;Organization:Frank Harvey,WRITTEN_BY
Movie:I'm All Right Jack,Person;Organization:Alan Hackney,WRITTEN_BY
Movie:I'm All Right Jack,Person;Organization:John Boulting,WRITTEN_BY
Movie:I'm All Right Jack,Person:Richard Attenborough,STARRED_ACTORS
Movie:I'm All Right Jack,Person:Peter Sellers,STARRED_ACTORS
Movie:I'm All Right Jack,Person:Ian Carmichael,STARRED_ACTORS
Movie:I'm All Right Jack,Date:1959,RELEASE_YEAR
Movie:I'm All Right Jack,Text:Comedy,HAS_GENRE
Movie:I'm All Right Jack,Text:bd-r,HAS_TAGS
Movie:I'm All Right Jack,Text:peter sellers,HAS_TAGS
Movie:I'm All Right Jack,Text:john boulting,HAS_TAGS
Movie:Eye of the Needle,Person;Organization:Richard Marquand,DIRECTED_BY
Movie:Eye of the Needle,Person;Organization:Stanley Mann,WRITTEN_BY
Movie:Eye of the Needle,Person;Organization:Ken Follett,WRITTEN_BY
Movie:Eye of the Needle,Person:Donald Sutherland,STARRED_ACTORS
Movie:Eye of the Needle,Person:Kate Nelligan,STARRED_ACTORS
Movie:Eye of the Needle,Date:1981,RELEASE_YEAR
Movie:Eye of the Needle,Language;Text:German,IN_LANGUAGE
Movie:Eye of the Needle,Text:Thriller,HAS_GENRE
Movie:Eye of the Needle,Text:War,HAS_GENRE
Movie:Eye of the Needle,Text:richard marquand,HAS_TAGS
Movie:I Was an Adventuress,Person;Organization:Gregory Ratoff,DIRECTED_BY
Movie:I Was an Adventuress,Person:Peter Lorre,STARRED_ACTORS
Movie:I Was an Adventuress,Person:Erich von Stroheim,STARRED_ACTORS
Movie:I Was an Adventuress,Person:Richard Greene,STARRED_ACTORS
Movie:I Was an Adventuress,Person:Vera Zorina,STARRED_ACTORS
Movie:I Was an Adventuress,Date:1940,RELEASE_YEAR
Movie:I Was an Adventuress,Text:Drama,HAS_GENRE
Movie:Caught Up,Person;Organization:Darin Scott,DIRECTED_BY
Movie:Caught Up,Person;Organization:Darin Scott,WRITTEN_BY
Movie:Caught Up,Person:Bokeem Woodbine,STARRED_ACTORS
Movie:Caught Up,Person:Cynda Williams,STARRED_ACTORS
Movie:Caught Up,Date:1998,RELEASE_YEAR
Movie:Caught Up,Text:Drama,HAS_GENRE
Movie:Caught Up,Text:Crime,HAS_GENRE
Movie:Naked Souls,Person;Organization:Lyndon Chubbuck,DIRECTED_BY
Movie:Naked Souls,Person;Organization:Frank Dietz,WRITTEN_BY
Movie:Naked Souls,Person:Pamela Anderson,STARRED_ACTORS
Movie:Naked Souls,Person:Brian Krause,STARRED_ACTORS
Movie:Naked Souls,Date:1996,RELEASE_YEAR
Movie:Pontiac Moon,Person;Organization:Peter Medak,DIRECTED_BY
Movie:Pontiac Moon,Person;Organization:Jeffrey D. Brown,WRITTEN_BY
Movie:Pontiac Moon,Person:Mary Steenburgen,STARRED_ACTORS
Movie:Pontiac Moon,Person:Ted Danson,STARRED_ACTORS
Movie:Pontiac Moon,Date:1994,RELEASE_YEAR
"Movie:Aguirre, the Wrath of God",Person;Organization:Werner Herzog,DIRECTED_BY
"Movie:Aguirre, the Wrath of God",Person;Organization:Werner Herzog,WRITTEN_BY
"Movie:Aguirre, the Wrath of God",Person:Klaus Kinski,STARRED_ACTORS
"Movie:Aguirre, the Wrath of God",Date:1972,RELEASE_YEAR
"Movie:Aguirre, the Wrath of God",Language;Text:Spanish,IN_LANGUAGE
"Movie:Aguirre, the Wrath of God",Language;Text:German,IN_LANGUAGE
"Movie:Aguirre, the Wrath of God",Text:Adventure,HAS_GENRE
"Movie:Aguirre, the Wrath of God",Text:adventure,HAS_TAGS
"Movie:Aguirre, the Wrath of God",Text:cult film,HAS_TAGS
"Movie:Aguirre, the Wrath of God",Text:story,HAS_TAGS
"Movie:Aguirre, the Wrath of God",Text:south america,HAS_TAGS
"Movie:Aguirre, the Wrath of God",Text:werner herzog,HAS_TAGS
"Movie:Aguirre, the Wrath of God",Text:german,HAS_TAGS
"Movie:Aguirre, the Wrath of God",Text:klaus kinski,HAS_TAGS
"Movie:Aguirre, the Wrath of God",Text:amazon,HAS_TAGS
"Movie:Aguirre, the Wrath of God",Text:river,HAS_TAGS
"Movie:Aguirre, the Wrath of God",Text:peru,HAS_TAGS
"Movie:Aguirre, the Wrath of God",Text:el dorado,HAS_TAGS
Movie:Yellow,Person;Organization:Chris Chan Lee,DIRECTED_BY
Movie:Yellow,Person;Organization:Chris Chan Lee,WRITTEN_BY
Movie:Yellow,Date:1998,RELEASE_YEAR
Movie:Yellow,Language;Text:Korean,IN_LANGUAGE
Movie:Bonnie and Clyde,Person;Organization:Arthur Penn,DIRECTED_BY
Movie:Bonnie and Clyde,Person;Organization:Robert Benton,WRITTEN_BY
Movie:Bonnie and Clyde,Person;Organization:David Newman,WRITTEN_BY
Movie:Bonnie and Clyde,Person:Gene Hackman,STARRED_ACTORS
Movie:Bonnie and Clyde,Person:Faye Dunaway,STARRED_ACTORS
Movie:Bonnie and Clyde,Person:Warren Beatty,STARRED_ACTORS
Movie:Bonnie and Clyde,Person:Michael J. Pollard,STARRED_ACTORS
Movie:Bonnie and Clyde,Date:1967,RELEASE_YEAR
Movie:Bonnie and Clyde,Text:Crime,HAS_GENRE
Movie:Bonnie and Clyde,Number:good,HAS_IMDB_RATING
Movie:Bonnie and Clyde,Text:crime,HAS_TAGS
Movie:Bonnie and Clyde,Text:national film registry,HAS_TAGS
Movie:Bonnie and Clyde,Text:gene hackman,HAS_TAGS
Movie:Bonnie and Clyde,Text:gene wilder,HAS_TAGS
Movie:Bonnie and Clyde,Text:faye dunaway,HAS_TAGS
Movie:Bonnie and Clyde,Text:warren beatty,HAS_TAGS
Movie:Bonnie and Clyde,Text:on the road,HAS_TAGS
Movie:Bonnie and Clyde,Text:arthur penn,HAS_TAGS
Movie:Bonnie and Clyde,Text:outlaws,HAS_TAGS
Movie:City of the Living Dead,Person;Organization:Lucio Fulci,DIRECTED_BY
Movie:City of the Living Dead,Person;Organization:Lucio Fulci,WRITTEN_BY
Movie:City of the Living Dead,Date:1980,RELEASE_YEAR
Movie:City of the Living Dead,Language;Text:English,IN_LANGUAGE
Movie:City of the Living Dead,Language;Text:Italian,IN_LANGUAGE
Movie:City of the Living Dead,Text:Horror,HAS_GENRE
Movie:City of the Living Dead,Text:horror,HAS_TAGS
Movie:City of the Living Dead,Text:italian,HAS_TAGS
Movie:City of the Living Dead,Text:lucio fulci,HAS_TAGS
Movie:The Magnetic Monster,Person;Organization:Curt Siodmak,DIRECTED_BY
Movie:The Magnetic Monster,Person;Organization:Curt Siodmak,WRITTEN_BY
Movie:The Magnetic Monster,Person;Organization:Ivan Tors,WRITTEN_BY
Movie:The Magnetic Monster,Person:Richard Carlson,STARRED_ACTORS
Movie:The Magnetic Monster,Person:King Donovan,STARRED_ACTORS
Movie:The Magnetic Monster,Person:Jean Byron,STARRED_ACTORS
Movie:The Magnetic Monster,Date:1953,RELEASE_YEAR
Movie:The Trial of Lee Harvey Oswald,Person:Ben Gazzara,STARRED_ACTORS
Movie:The Trial of Lee Harvey Oswald,Person:Lorne Greene,STARRED_ACTORS
Movie:The Trial of Lee Harvey Oswald,Date:1977,RELEASE_YEAR
Movie:Let It Ride,Person;Organization:Joe Pytka,DIRECTED_BY
Movie:Let It Ride,Person;Organization:Nancy Dowd,WRITTEN_BY
Movie:Let It Ride,Person;Organization:Jay Cronley,WRITTEN_BY
Movie:Let It Ride,Person:Richard Dreyfuss,STARRED_ACTORS
Movie:Let It Ride,Person:Teri Garr,STARRED_ACTORS
Movie:Let It Ride,Person:Jennifer Tilly,STARRED_ACTORS
Movie:Let It Ride,Person:David Johansen,STARRED_ACTORS
Movie:Let It Ride,Date:1989,RELEASE_YEAR
Movie:Let It Ride,Text:Comedy,HAS_GENRE
Movie:Let It Ride,Number:good,HAS_IMDB_RATING
Movie:Guys and Dolls,Person;Organization:Joseph L. Mankiewicz,DIRECTED_BY
Movie:Guys and Dolls,Person;Organization:Jo Swerling,WRITTEN_BY
Movie:Guys and Dolls,Person;Organization:Abe Burrows,WRITTEN_BY
Movie:Guys and Dolls,Person;Organization:Joseph L. Mankiewicz,WRITTEN_BY
Movie:Guys and Dolls,Person;Organization:Damon Runyon,WRITTEN_BY
Movie:Guys and Dolls,Person:Marlon Brando,STARRED_ACTORS
Movie:Guys and Dolls,Person:Frank Sinatra,STARRED_ACTORS
Movie:Guys and Dolls,Person:Jean Simmons,STARRED_ACTORS
Movie:Guys and Dolls,Person:Vivian Blaine,STARRED_ACTORS
Movie:Guys and Dolls,Date:1955,RELEASE_YEAR
Movie:Guys and Dolls,Text:Musical,HAS_GENRE
Movie:Guys and Dolls,Text:bd-r,HAS_TAGS
Movie:Guys and Dolls,Text:broadway,HAS_TAGS
Movie:Guys and Dolls,Text:marlon brando,HAS_TAGS
Movie:Guys and Dolls,Text:joseph l. mankiewicz,HAS_TAGS
Movie:Guys and Dolls,Text:frank sinatra,HAS_TAGS
Movie:Rikyu,Person;Organization:Hiroshi Teshigahara,DIRECTED_BY
Movie:Rikyu,Person;Organization:Hiroshi Teshigahara,WRITTEN_BY
Movie:Rikyu,Language;Text:Japanese,IN_LANGUAGE
Movie:Rikyu,Text:hiroshi teshigahara,HAS_TAGS
Movie:A Very Long Engagement,Person:Audrey Tautou,STARRED_ACTORS
Movie:A Very Long Engagement,Date:2004,RELEASE_YEAR
Movie:A Very Long Engagement,Language;Text:French,IN_LANGUAGE
Movie:A Very Long Engagement,Text:war,HAS_TAGS
Movie:A Very Long Engagement,Text:r,HAS_TAGS
Movie:A Very Long Engagement,Text:french,HAS_TAGS
Movie:A Very Long Engagement,Text:world war i,HAS_TAGS
Movie:A Very Long Engagement,Text:audrey tautou,HAS_TAGS
Movie:A Very Long Engagement,Text:jeunet,HAS_TAGS
Movie:You Can't Win 'Em All,Person;Organization:Peter Collinson,DIRECTED_BY
Movie:You Can't Win 'Em All,Person;Organization:Leo Gordon,WRITTEN_BY
Movie:You Can't Win 'Em All,Person:Charles Bronson,STARRED_ACTORS
Movie:You Can't Win 'Em All,Person:Tony Curtis,STARRED_ACTORS
Movie:You Can't Win 'Em All,Date:1970,RELEASE_YEAR
Movie:You Can't Win 'Em All,Text:turkey,HAS_TAGS
Movie:Bartleby,Person;Organization:Jonathan Parker,DIRECTED_BY
Movie:Bartleby,Person;Organization:Herman Melville,WRITTEN_BY
Movie:Bartleby,Person;Organization:Jonathan Parker,WRITTEN_BY
Movie:Bartleby,Person:Crispin Glover,STARRED_ACTORS
Movie:Bartleby,Person:David Paymer,STARRED_ACTORS
Movie:Bartleby,Date:2001,RELEASE_YEAR
Movie:Bartleby,Text:Drama,HAS_GENRE
Movie:Bartleby,Text:Comedy,HAS_GENRE
Movie:Criminal,Person;Organization:Gregory Jacobs,DIRECTED_BY
Movie:Criminal,Person;Organization:Steven Soderbergh,WRITTEN_BY
Movie:Criminal,Person;Organization:Gregory Jacobs,WRITTEN_BY
Movie:Criminal,Person:John C. Reilly,STARRED_ACTORS
Movie:Criminal,Person:Maggie Gyllenhaal,STARRED_ACTORS
Movie:Criminal,Person:Diego Luna,STARRED_ACTORS
Movie:Criminal,Date:2004,RELEASE_YEAR
Movie:Criminal,Text:r,HAS_TAGS
Movie:Strip Search,Person;Organization:Sidney Lumet,DIRECTED_BY
Movie:Strip Search,Person;Organization:Tom Fontana,WRITTEN_BY
Movie:Strip Search,Date:2004,RELEASE_YEAR
Movie:Strip Search,Text:Drama,HAS_GENRE
Movie:Rookie of the Year,Person;Organization:Daniel Stern,DIRECTED_BY
Movie:Rookie of the Year,Person:Gary Busey,STARRED_ACTORS
Movie:Rookie of the Year,Person:Thomas Ian Nicholas,STARRED_ACTORS
Movie:Rookie of the Year,Person:Albert Hall,STARRED_ACTORS
Movie:Rookie of the Year,Person:Amy Morton,STARRED_ACTORS
Movie:Rookie of the Year,Date:1993,RELEASE_YEAR
Movie:Rookie of the Year,Text:Comedy,HAS_GENRE
Movie:Rookie of the Year,Text:sports,HAS_TAGS
Movie:Rookie of the Year,Text:daniel stern,HAS_TAGS
Movie:Alambrista!,Person;Organization:Robert M. Young,DIRECTED_BY
Movie:Alambrista!,Person;Organization:Robert M. Young,WRITTEN_BY
Movie:Alambrista!,Person:Domingo Ambriz,STARRED_ACTORS
Movie:Alambrista!,Person:Trinidad Silva,STARRED_ACTORS
Movie:Alambrista!,Date:1977,RELEASE_YEAR
Movie:Alambrista!,Text:robert m. young,HAS_TAGS
Movie:Dead Silence,Person;Organization:Jeffery Deaver,WRITTEN_BY
Movie:Dead Silence,Person:James Garner,STARRED_ACTORS
Movie:Dead Silence,Person:Kim Coates,STARRED_ACTORS
Movie:Dead Silence,Person:Marlee Matlin,STARRED_ACTORS
Movie:Dead Silence,Date:1997,RELEASE_YEAR
Movie:Dead Silence,Text:Thriller,HAS_GENRE
Movie:Crush,Person;Organization:Alison Maclean,DIRECTED_BY
Movie:Crush,Person;Organization:Alison Maclean,WRITTEN_BY
Movie:Crush,Date:1992,RELEASE_YEAR
Movie:Crush,Text:Drama,HAS_GENRE
Movie:28 Hotel Rooms,Person;Organization:Matt Ross,DIRECTED_BY
Movie:28 Hotel Rooms,Person;Organization:Matt Ross,WRITTEN_BY
Movie:28 Hotel Rooms,Person:Chris Messina,STARRED_ACTORS
Movie:28 Hotel Rooms,Person:Marin Ireland,STARRED_ACTORS
Movie:Thirst,Person:Lacey Chabert,STARRED_ACTORS
Movie:Thirst,Person:Tygh Runyan,STARRED_ACTORS
Movie:Thirst,Person:Brandon Quinn,STARRED_ACTORS
Movie:Thirst,Person:Mercedes McNab,STARRED_ACTORS
Movie:Thirst,Date:2010,RELEASE_YEAR
Movie:Mac and Me,Person;Organization:Stewart Raffill,DIRECTED_BY
Movie:Mac and Me,Person;Organization:Stewart Raffill,WRITTEN_BY
Movie:Mac and Me,Person;Organization:Steve Feke,WRITTEN_BY
Movie:Mac and Me,Person:Christine Ebersole,STARRED_ACTORS
Movie:Mac and Me,Person:Jonathan Ward,STARRED_ACTORS
Movie:Mac and Me,Person:Lauren Stanley,STARRED_ACTORS
Movie:Mac and Me,Date:1988,RELEASE_YEAR
Movie:Mac and Me,Text:Adventure,HAS_GENRE
Movie:Mac and Me,Text:Family,HAS_GENRE
Movie:The Expendables,Person;Organization:Sylvester Stallone,DIRECTED_BY
Movie:The Expendables,Person;Organization:Sylvester Stallone,WRITTEN_BY
Movie:The Expendables,Person:Jason Statham,STARRED_ACTORS
Movie:The Expendables,Person:Sylvester Stallone,STARRED_ACTORS
Movie:The Expendables,Person:Jet Li,STARRED_ACTORS
Movie:The Expendables,Person:Dolph Lundgren,STARRED_ACTORS
Movie:The Expendables,Date:2010,RELEASE_YEAR
Movie:The Expendables,Text:Action,HAS_GENRE
Movie:The Expendables,Text:action,HAS_TAGS
Movie:The Expendables,Text:dialogue,HAS_TAGS
Movie:The Expendables,Text:story,HAS_TAGS
Movie:The Expendables,Text:plot,HAS_TAGS
Movie:The Expendables,Text:sylvester stallone,HAS_TAGS
Movie:The Expendables,Text:jason statham,HAS_TAGS
Movie:The Expendables,Text:jet li,HAS_TAGS
Movie:The Expendables,Text:mickey rourke,HAS_TAGS
Movie:The Expendables,Text:dolph lundgren,HAS_TAGS
Movie:Tender Mercies,Person;Organization:Bruce Beresford,DIRECTED_BY
Movie:Tender Mercies,Person;Organization:Horton Foote,WRITTEN_BY
Movie:Tender Mercies,Person:Robert Duvall,STARRED_ACTORS
Movie:Tender Mercies,Person:Wilford Brimley,STARRED_ACTORS
Movie:Tender Mercies,Person:Betty Buckley,STARRED_ACTORS
Movie:Tender Mercies,Person:Tess Harper,STARRED_ACTORS
Movie:Tender Mercies,Date:1983,RELEASE_YEAR
Movie:Tender Mercies,Text:Drama,HAS_GENRE
Movie:Tender Mercies,Text:Music,HAS_GENRE
Movie:Tender Mercies,Text:bd-r,HAS_TAGS
Movie:Tender Mercies,Text:music,HAS_TAGS
Movie:Tender Mercies,Text:robert duvall,HAS_TAGS
Movie:Tender Mercies,Text:bruce beresford,HAS_TAGS
Movie:The Girls,Person;Organization:Mai Zetterling,DIRECTED_BY
Movie:The Girls,Person;Organization:Mai Zetterling,WRITTEN_BY
Movie:The Girls,Person;Organization:Aristophanes,WRITTEN_BY
Movie:The Girls,Person:Harriet Andersson,STARRED_ACTORS
Movie:The Girls,Person:Bibi Andersson,STARRED_ACTORS
Movie:The Girls,Person:Gunnel Lindblom,STARRED_ACTORS
Movie:The Girls,Date:1968,RELEASE_YEAR
Movie:The Girls,Language;Text:Swedish,IN_LANGUAGE
Movie:The Girls,Text:Drama,HAS_GENRE
Movie:Lie with Me,Person;Organization:Clement Virgo,DIRECTED_BY
Movie:Lie with Me,Person;Organization:Clement Virgo,WRITTEN_BY
Movie:Lie with Me,Person;Organization:Tamara Berger,WRITTEN_BY
Movie:Lie with Me,Person:Lauren Lee Smith,STARRED_ACTORS
Movie:Lie with Me,Person:Eric Balfour,STARRED_ACTORS
Movie:Lie with Me,Date:2005,RELEASE_YEAR
Movie:Lie with Me,Text:Drama,HAS_GENRE
Movie:Da Hip Hop Witch,Person;Organization:Dale Resteghini,DIRECTED_BY
Movie:Da Hip Hop Witch,Person;Organization:Dale Resteghini,WRITTEN_BY
Movie:Da Hip Hop Witch,Person:Eminem,STARRED_ACTORS
Movie:Da Hip Hop Witch,Person:Vanilla Ice,STARRED_ACTORS
Movie:Da Hip Hop Witch,Person:Ja Rule,STARRED_ACTORS
Movie:Da Hip Hop Witch,Date:2000,RELEASE_YEAR
Movie:Da Hip Hop Witch,Text:Comedy,HAS_GENRE
Movie:Da Hip Hop Witch,Text:parody,HAS_TAGS
Movie:Rosetta,Person:Émilie Dequenne,STARRED_ACTORS
Movie:Rosetta,Date:1999,RELEASE_YEAR
Movie:Rosetta,Language;Text:French,IN_LANGUAGE
Movie:Rosetta,Text:belgium,HAS_TAGS
Movie:Marci X,Person;Organization:Richard Benjamin,DIRECTED_BY
Movie:Marci X,Person;Organization:Paul Rudnick,WRITTEN_BY
Movie:Marci X,Person:Lisa Kudrow,STARRED_ACTORS
Movie:Marci X,Person:Damon Wayans,STARRED_ACTORS
Movie:Marci X,Person:Jane Krakowski,STARRED_ACTORS
Movie:Marci X,Person:Richard Benjamin,STARRED_ACTORS
Movie:Marci X,Date:2003,RELEASE_YEAR
Movie:Marci X,Text:Comedy,HAS_GENRE
Movie:Sharky's Machine,Person;Organization:Burt Reynolds,DIRECTED_BY
Movie:Sharky's Machine,Person;Organization:Gerald Di Pego,WRITTEN_BY
Movie:Sharky's Machine,Person;Organization:William Diehl,WRITTEN_BY
Movie:Sharky's Machine,Person:Burt Reynolds,STARRED_ACTORS
Movie:Sharky's Machine,Person:Charles Durning,STARRED_ACTORS
Movie:Sharky's Machine,Person:Brian Keith,STARRED_ACTORS
Movie:Sharky's Machine,Person:Vittorio Gassman,STARRED_ACTORS
Movie:Sharky's Machine,Date:1981,RELEASE_YEAR
Movie:Sharky's Machine,Text:atlanta,HAS_TAGS
Movie:'Neath the Arizona Skies,Person;Organization:Harry L. Fraser,DIRECTED_BY
Movie:'Neath the Arizona Skies,Person:John Wayne,STARRED_ACTORS
Movie:'Neath the Arizona Skies,Person:Sheila Terry,STARRED_ACTORS
Movie:'Neath the Arizona Skies,Person:Shirley Jean Rickert,STARRED_ACTORS
Movie:'Neath the Arizona Skies,Date:1934,RELEASE_YEAR
Movie:'Neath the Arizona Skies,Text:Western,HAS_GENRE
Movie:Karan Arjun,Person;Organization:Rakesh Roshan,DIRECTED_BY
Movie:Karan Arjun,Person;Organization:Sachin Bhowmick,WRITTEN_BY
Movie:Karan Arjun,Person;Organization:Ravi Kapoor,WRITTEN_BY
Movie:Karan Arjun,Person:Amrish Puri,STARRED_ACTORS
Movie:Karan Arjun,Person:Salman Khan,STARRED_ACTORS
Movie:Karan Arjun,Date:1995,RELEASE_YEAR
Movie:Karan Arjun,Text:Action,HAS_GENRE
Movie:The Four Feathers,Person;Organization:Zoltan Korda,DIRECTED_BY
Movie:The Four Feathers,Person;Organization:A.E.W. Mason,WRITTEN_BY
Movie:The Four Feathers,Person:Ralph Richardson,STARRED_ACTORS
Movie:The Four Feathers,Person:C. Aubrey Smith,STARRED_ACTORS
Movie:The Four Feathers,Person:June Duprez,STARRED_ACTORS
Movie:The Four Feathers,Person:John Clements,STARRED_ACTORS
Movie:The Four Feathers,Date:1939,RELEASE_YEAR
Movie:The Four Feathers,Text:Adventure,HAS_GENRE
Movie:The Four Feathers,Text:bd-r,HAS_TAGS
Movie:The Four Feathers,Text:zoltan korda,HAS_TAGS
Movie:The Four Feathers,Text:ralph richardson,HAS_TAGS
Movie:The Greatest Story Ever Told,Person;Organization:George Stevens,DIRECTED_BY
Movie:The Greatest Story Ever Told,Person;Organization:George Stevens,WRITTEN_BY
Movie:The Greatest Story Ever Told,Date:1965,RELEASE_YEAR
Movie:The Greatest Story Ever Told,Text:jesus,HAS_TAGS
Movie:The Greatest Story Ever Told,Text:jesus christ,HAS_TAGS
Movie:How to Make Money Selling Drugs,Person;Organization:Matthew Cooke,DIRECTED_BY
Movie:How to Make Money Selling Drugs,Person;Organization:Matthew Cooke,WRITTEN_BY
Movie:How to Make Money Selling Drugs,Person:Woody Harrelson,STARRED_ACTORS
Movie:How to Make Money Selling Drugs,Person:Susan Sarandon,STARRED_ACTORS
Movie:How to Make Money Selling Drugs,Person:Eminem,STARRED_ACTORS
Movie:How to Make Money Selling Drugs,Person:50 Cent,STARRED_ACTORS
Movie:How to Make Money Selling Drugs,Date:2012,RELEASE_YEAR
Movie:How to Make Money Selling Drugs,Text:Documentary,HAS_GENRE
Movie:How to Make Money Selling Drugs,Text:drugs,HAS_TAGS
Movie:How to Make Money Selling Drugs,Text:documentary,HAS_TAGS
Movie:Only Old Men Are Going to Battle,Person;Organization:Leonid Bykov,DIRECTED_BY
Movie:Only Old Men Are Going to Battle,Person;Organization:Yevgeni Onopriyenko,WRITTEN_BY
Movie:Only Old Men Are Going to Battle,Person;Organization:Aleksandr Satsky,WRITTEN_BY
Movie:Only Old Men Are Going to Battle,Person;Organization:Leonid Bykov,WRITTEN_BY
Movie:Only Old Men Are Going to Battle,Person:Leonid Bykov,STARRED_ACTORS
Movie:Only Old Men Are Going to Battle,Language;Text:Russian,IN_LANGUAGE
Movie:Only Old Men Are Going to Battle,Text:Drama,HAS_GENRE
Movie:Only Old Men Are Going to Battle,Text:War,HAS_GENRE
Movie:Only Old Men Are Going to Battle,Text:music,HAS_TAGS
Movie:Fear,Person;Organization:James Foley,DIRECTED_BY
Movie:Fear,Person;Organization:Christopher Crowe,WRITTEN_BY
Movie:Fear,Person:Mark Wahlberg,STARRED_ACTORS
Movie:Fear,Person:Reese Witherspoon,STARRED_ACTORS
Movie:Fear,Person:Amy Brenneman,STARRED_ACTORS
Movie:Fear,Person:William Petersen,STARRED_ACTORS
Movie:Fear,Date:1996,RELEASE_YEAR
Movie:Fear,Text:Thriller,HAS_GENRE
Movie:Fear,Text:mark wahlberg,HAS_TAGS
Movie:Fear,Text:reese witherspoon,HAS_TAGS
Movie:Il Posto,Person;Organization:Ermanno Olmi,DIRECTED_BY
Movie:Il Posto,Person;Organization:Ermanno Olmi,WRITTEN_BY
Movie:Il Posto,Date:1961,RELEASE_YEAR
Movie:Il Posto,Language;Text:Italian,IN_LANGUAGE
Movie:Il Posto,Text:ermanno olmi,HAS_TAGS
Movie:Mary Shelley's Frankenstein,Person;Organization:Kenneth Branagh,DIRECTED_BY
Movie:Mary Shelley's Frankenstein,Person;Organization:Mary Shelley,WRITTEN_BY
Movie:Mary Shelley's Frankenstein,Person:Robert De Niro,STARRED_ACTORS
Movie:Mary Shelley's Frankenstein,Person:Kenneth Branagh,STARRED_ACTORS
Movie:Mary Shelley's Frankenstein,Date:1994,RELEASE_YEAR
Movie:Mary Shelley's Frankenstein,Text:Horror,HAS_GENRE
Movie:Mary Shelley's Frankenstein,Text:frankenstein,HAS_TAGS
Movie:Big Deal on Madonna Street,Person;Organization:Mario Monicelli,DIRECTED_BY
Movie:Big Deal on Madonna Street,Person;Organization:Mario Monicelli,WRITTEN_BY
Movie:Big Deal on Madonna Street,Person:Vittorio Gassman,STARRED_ACTORS
Movie:Big Deal on Madonna Street,Person:Renato Salvatori,STARRED_ACTORS
Movie:Big Deal on Madonna Street,Date:1958,RELEASE_YEAR
Movie:Big Deal on Madonna Street,Language;Text:Italian,IN_LANGUAGE
Movie:Big Deal on Madonna Street,Text:Comedy,HAS_GENRE
Movie:Big Deal on Madonna Street,Text:bd-r,HAS_TAGS
Movie:Big Deal on Madonna Street,Text:criterion,HAS_TAGS
Movie:Big Deal on Madonna Street,Text:mario monicelli,HAS_TAGS
Movie:The Kiss of Evil,Person;Organization:Anders Engström,DIRECTED_BY
Movie:The Kiss of Evil,Person;Organization:Anders Engström,WRITTEN_BY
Movie:The Kiss of Evil,Date:2011,RELEASE_YEAR
Movie:The Kiss of Evil,Language;Text:Finnish,IN_LANGUAGE
Movie:The Kiss of Evil,Text:Crime,HAS_GENRE
Movie:The Kiss of Evil,Text:finnish,HAS_TAGS
Movie:A Birder's Guide to Everything,Person;Organization:Rob Meyer,DIRECTED_BY
Movie:A Birder's Guide to Everything,Person;Organization:Rob Meyer,WRITTEN_BY
Movie:A Birder's Guide to Everything,Person;Organization:Luke Matheny,WRITTEN_BY
Movie:A Birder's Guide to Everything,Person:James Le Gros,STARRED_ACTORS
Movie:A Birder's Guide to Everything,Person:Katie Chang,STARRED_ACTORS
Movie:A Birder's Guide to Everything,Person:Daniela Lavender,STARRED_ACTORS
Movie:A Birder's Guide to Everything,Date:2013,RELEASE_YEAR
Movie:Inspector Clouseau,Person;Organization:Bud Yorkin,DIRECTED_BY
Movie:Inspector Clouseau,Person;Organization:Blake Edwards,WRITTEN_BY
Movie:Inspector Clouseau,Person;Organization:Frank Waldman,WRITTEN_BY
Movie:Inspector Clouseau,Person;Organization:Tom Waldman,WRITTEN_BY
Movie:Inspector Clouseau,Person:Alan Arkin,STARRED_ACTORS
Movie:Inspector Clouseau,Date:1968,RELEASE_YEAR
Movie:I Think I Do,Person;Organization:Brian Sloan,DIRECTED_BY
Movie:I Think I Do,Person;Organization:Brian Sloan,WRITTEN_BY
Movie:I Think I Do,Person:Alexis Arquette,STARRED_ACTORS
Movie:I Think I Do,Date:1997,RELEASE_YEAR
Movie:I Think I Do,Text:Comedy,HAS_GENRE
Movie:I Think I Do,Text:gay,HAS_TAGS
Movie:A Monkey in Winter,Person;Organization:Henri Verneuil,DIRECTED_BY
Movie:A Monkey in Winter,Person;Organization:Antoine Blondin,WRITTEN_BY
Movie:A Monkey in Winter,Person:Jean Gabin,STARRED_ACTORS
Movie:A Monkey in Winter,Date:1962,RELEASE_YEAR
Movie:A Monkey in Winter,Language;Text:French,IN_LANGUAGE
Movie:A Monkey in Winter,Text:Comedy,HAS_GENRE
Movie:A Monkey in Winter,Text:war,HAS_TAGS
Movie:A Monkey in Winter,Text:jean gabin,HAS_TAGS
Movie:A Monkey in Winter,Text:henri verneuil,HAS_TAGS
